pair_id,kn_word,te_word,kn_iso,te_iso,synset_id,gloss_en,candidate_source,label,origin,annotator,notes
B000334,ನಾರು,నారు,nāru,nāru,,kn: ಯಾವುದೋ ಪ್ರಾಕೃತಿಕ ವಸ್ತುವಿನಿಂದ ಉದ್ದ ಮತ್ತು ತೆಳಗಿರುವ ವಿಶೇಷ ವಸ್ತು ದೊರೆಯುವುದು || te: మొక్క నుండి ఉత్పత్తి అయ్యే ధాన్యం,form_similar,,,,
B000335,ನಿಜ,నిజ,nija,nija,,"kn: ನ್ಯಾಯಯುತವಾದ, ಧರ್ಮಯುಕ್ತವಾದ ಅವಾಸ್ತವಿಕವಲ್ಲದ ಸಂಗತಿ || te: స్నేహితులలో అమ్మాయిలు లేక ఆడవారు",form_similar,,,,
B000336,ನಿರಾಶ,నిరాశ,nirāśa,nirāśa,,kn: ಸ್ವಲ್ಪವೂ ಆಸೆ ಉಳಿಯದಿರುವ ಅಥವಾ ಅತ್ಯಂತ ನಿರಾಶದಾಯಕವಾದ || te: ఆశ తీరనప్పుడు కలిగే భావన,form_similar,,,,
B000337,ನಿರ್ದಯ,నిర్దయ,nirdaya,nirdaya,,kn: ನಿರ್ದಯಿ ಆಗುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವನೆ || te: దయ లేకపోవడం,form_similar,,,,
B000338,ನಿರ್ಲಜ್ಜ,నిర్లజ్జ,nirlajja,nirlajja,,kn: ಲಜ್ಜೆ ಇಲ್ಲದ ವ್ಯಕ್ತಿ ಗದರಿಕೆ-ಬೆದರಿಕೆ ಎಲ್ಲವನ್ನು ಸರಿಸಮನಾಗಿ ಅನುಭವಿಸಿಕೊಂಡು ಕೆಟ್ಟ ಮಾತು ಅಥವಾ ಸ್ವಭಾವವನ್ನು ಬಿಡದೆ ಇರುವುದು || te: తిట్టినా కూడా విదిల్చుకొని పోవడం,form_similar,,,,
B000339,ನಿಲುವು,నిలువు,niluvu,niluvu,,"kn: ನಿಲ್ಲುವ, ಕೂರುವ ಇತ್ಯಾದಿ ದೇಹದ ನಿಲುವಿಗೆ ಸಂಬಂಧಿಸಿದ ಸ್ಥಿತಿ || te: పోతూ_పోతూ నిలబడటం",form_similar,,,,
B000340,ನಿವಾಸ,నివాస,nivāsa,nivāsa,,kn: ವಾಸಮಾಡುವ ಕ್ರಿಯೆ || te: నివాసయోగ్యమైన,form_similar,,,,
B000341,ನಿಶ್ಚಲ,నిశ్చల,niścala,niścala,,kn: ಒಂದು ಕಡೆ ಸ್ಥಿರವಾಗಿ ನಿಂತಿರುವ ಭಾವ ಅಥವಾ ಸ್ಥಿತಿ || te: నీరు లేకుండా ఉండే ప్రదేశం,form_similar,,,,
B000342,ನಿಸ್ಪೃಹ,నిస్పృహ,nispr̥ha,nispr̥ha,,kn: ಯಾರೋ ಒಬ್ಬರಿಗೆ ಯಾವುದೇ ತರಹದ ಲೋಭ ಅಥವಾ ಬಯಕೆ ಇಲ್ಲದೆ ಇರುವುದು || te: ఆశ తీరనప్పుడు కలిగే భావన,form_similar,,,,
B000343,ನೂರಾರು,నూరారు,nūrāru,nūrāru,,kn: ಅನೇಕ ನೂರುಗಳು || te: ఒకటికన్నా ఎక్కువ.,form_similar,,,,
B000344,ನೆಟ್,నెట్,neṭ,neṭ,,"kn: ಬಟ್ಟೆ, ಪ್ಲಾಸ್ಟಿಕ್, ನಾರು ಮುಂತಾದವುಗಳ ಹಗ್ಗದಿಂದ ಹೆಣೆಯಲಾದ ಟೆನಿಸ್ ಮುಂತಾದ ಆಟಾಗಳಿಗಾಗಿ ಮಾಡಲಾದ ಒಂದು ಬಲೆಯಾಕಾರದ ಪಟ್ಟಿ || te: -సంగణక సంబంధమైనది,దీని ద్వారా ఇతరులు పంపే సందేశాలను ప్రపంచానికి సంబంధించిన సమాచారాన్ని క్షణాల్లో తెలుసుకోవచ్చు.",form_similar,,,,
B000345,ನೆಮ್ಮದಿ,నెమ్మది,nemmadi,nemmadi,,"kn: ಮನಸ್ಸು ಆಶಾಂತಿ, ದುಃಖ ಇತ್ಯಾದಿಗಳಿಂದ ಕೂಡಿದ್ದು ಅಥವಾ ಶಾಂತಿಯಿಂದ ಇರುವುದು || te: స్థిరచింతనతో.",form_similar,,,,
B000346,ನೆಲ,నెల,nela,nela,,kn: ಭೂಮಿಯ ನೀರಿನಿಂದ ಆವೃತವಲ್ಲದ ಪ್ರದೇಶ || te: ముప్పై రోజుల కాలం.,form_similar,,,,
B000347,ನ್ಯಾಯಬುದ್ಧಿ,న్యాయబుద్ధి,nyāyabuddhi,nyāyabuddhi,,kn: ಸ್ವರ್ಗ ಪ್ರಾಪ್ತಿ ಮತ್ತು ಶುಭ ಫಲವನ್ನು ನೀಡುವಂತಹ ಕಾರ್ಯ || te: సత్యవంతమైన భావము,form_similar,,,,
B000348,ನ್ಯಾಯಾಧಿಪತಿ,న్యాయాధిపతి,nyāyādhipati,nyāyādhipati,,kn: ದಂಡಾಧಿಕಾರಿ ಅಥವಾ ನ್ಯಾಯಾಧಿಶರ ಹುದ್ದೆ || te: కోర్టులో న్యాయం చెప్పేవాడు,form_similar,,,,
B000349,ಪಂಚ,పంచ,paṁca,paṁca,,"kn: ಯಾವುದಾದರೂ ಜಗಳ, ವ್ಯಾಜ್ಯ ಇತ್ಯಾದಿಗಳನ್ನು ತೀರ್ಮಾನಿಸಲು ನಿರ್ಮಿಸಿರುವ ಆಯ್ದ ಜನಗಳ ಗುಂಪು || te: ఇంటి ముందు నిర్మించినది",form_similar,,,,
B000350,ಪಂಚಾ,పంచా,paṁcā,paṁcā,,kn: ಕೈನ ಐದು ಬೆರಳುಗಳ ನಿಶಾನೆ ಅಥವಾ ಮುದ್ರೆ ಇದನ್ನು ಪ್ರಾಯಶಃ ಮಂಗಳ ಕಾರ್ಯಗಳಲ್ಲಿ ಗೋಡೆಗಳ ಮೇಲೆ ಹಾಕಲಾಗುತ್ತದೆ || te: భారతదేశంలోని సంప్రదాయ వస్త్రాలు,form_similar,,,,
B000351,ಪಂಚೆ,పంచె,paṁce,paṁce,,kn: ಸೊಂಟದಿಂದ ಮೊಣಕಾಲಿನ ಕೆಳಗಿನವರೆಗೂ ಮುಚ್ಚಿಕೊಳ್ಳಲು ಸೊಂಟಕ್ಕೆ ಸುತ್ತಿಕೊಂಡು ತೊಟ್ಟಿಕೊಳ್ಳುವ ಒಂದು ವಿರೋಚಿತವಾದ ಬಟ್ಟೆ || te: దక్షిణ భారతదేశంలో పురుషులు అధికంగా ధరించే వస్త్రం,form_similar,,,,
B000352,ಪಂಜಾ,పంజా,paṁjā,paṁjā,,kn: ಕೈಗಳ ಪಂಜಾಗಳ ಮುದ್ರೆ ಅದು ಬೆರಳುಗಳಿಂದ ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಹಿಡಿಯುವ ಸಮಯದಲ್ಲಿ ಆಗುತ್ತದೆ || te: కౄరమృగాల హస్తం,form_similar,,,,
B000353,ಪಕ್ಕ,పక్క,pakka,pakka,,kn: ತುಂಬಾ ಕಡಿಮೆ ದೂರವನ್ನು ಗುರುತಿಸುವುದು ಅಥವಾ ತನ್ನ ಬಳಿಯೇ ಇರುವುದನ್ನು ಸೂಚಿಸುವುದು || te: మెత్తగావుండి పడుకొవడానికి ఉపయోగపడేది,form_similar,,,,
B000354,ಪಟ್ಟು,పట్టు,paṭṭu,paṭṭu,,"kn: ಪ್ರತ್ಯೇಯದ ತರಹದ ಒಂದು ಶಬ್ಧ ಅದು ಯಾವುದಾದರು ಸಂಖ್ಯೆಯ ಅಂತ್ಯದಲ್ಲಿ ಅದೇ ತರಹದ ಮತ್ತು ಅದೇ ಸೂಚಿತವಾಗಿರುತ್ತದೆ || te: పట్టు దారాలపైన చుట్టిన వెండి, బంగారు తీగలతో తయారు చేసినది",form_similar,,,,
B000355,ಪಡು,పడు,paḍu,paḍu,,kn: ಸೂರ್ಯನು ಮುಳುಗುವ ದಿಕ್ಕು ಅಥವಾ ಪೂರ್ವದ ಎದುರಿನ ದಿಕ್ಕು || te: నివశించడానికి ఉపయోగపడే స్థలము,form_similar,,,,
B000356,ಪತಿತ,పతిత,patita,patita,,kn: ತನ್ನ ಸ್ಥಾನದಿಂದ ಪತಿತವಾದ ಅಥವಾ ಬಿದ್ದಂತಹ || te: శీలం కోల్పోయి చరిత్రహీనురాలైన స్త్రీ,form_similar,,,,
B000357,ಪದ್ದತಿ,పద్దతి,paddati,paddati,,kn: ವಾಕ್ಯ ರಚನೆಯ ವಿಶಿಷ್ಟ ಪ್ರಕಾರ ಅದು ಲೇಖಕರ ಭಾಷಾ ಸಂಬಂಧದ ವಿಶೇಷತೆಯ ಸೂಚಕವಾಗಿರುತ್ತದೆ || te: పని మొదలగునవి చేయుటకు ఉన్నటువంటి శైలి.,form_similar,,,,
B000358,ಪದ್ಧತಿ,పద్ధతి,paddhati,paddhati,,kn: ಧರ್ಮವೊಂದರಲ್ಲಿನ ಅಥವಾ ಧರ್ಮವೊಂದರಿಂದ ಜನಿಸಿದ ಧಾರ್ಮಿಕ ಶಾಖೆ || te: మంచి సమయ పాలన.,form_similar,,,,
B000359,ಪರಂಜ್ಯೋತಿ,పరంజ్యోతి,paraṁjyōti,paraṁjyōti,,"kn: ಸಹೃದಯಿ, ಧರ್ಮಿ ಮತ್ತು ಯಾವಾಗಲೂ ಬೇರೆಯರಿಗೆ ಸಹಾಯಮಾಡುವಂತಹ ವ್ಯಕ್ತಿ || te: ధర్మగ్రంధం ప్రకారం సృష్టిని సృష్టించి తన అదుపాజ్ఞలలో పెట్టుకునేవాడు",form_similar,,,,
B000360,ಪರಚು,పరచు,paracu,paracu,,kn: ಶರೀರದಲ್ಲಿರುವ ಗಾಯವು ವಾಸಿಯಾದ ನಂತರ ಕೆರೆಯಲ್ಪಡುವ ಪ್ರಕ್ರಿಯೆ || te: ఏదేని వస్తువులను పడుకోవడానికి అనుకూలంగా వేసుకోవడం,form_similar,,,,
B000361,ಪರಬ್ರಹ್ಮ,పరబ్రహ్మ,parabrahma,parabrahma,,kn: ಹಿಂದೂಗಳು ಒಬ್ಬ ದೇವನು  ಸೃಷ್ಟಿಯನ್ನು ನಿರ್ಮಿಸಿದ್ದಾರೆಂದು ನಂಬಿರುವರು || te: ధర్మగ్రంధం ప్రకారం సృష్టిని సృష్టించి తన అదుపాజ్ఞలలో పెట్టుకునేవాడు,form_similar,,,,
B000362,ಪರಮಾರ್ಥ,పరమార్థ,paramārtha,paramārtha,,"kn: ಸಹೃದಯಿ, ಧರ್ಮಿ ಮತ್ತು ಯಾವಾಗಲೂ ಬೇರೆಯರಿಗೆ ಸಹಾಯಮಾಡುವಂತಹ ವ್ಯಕ್ತಿ || te: పరులకు ఉపకారం చేసేవాళ్ళు",form_similar,,,,
B000363,ಪರಮೇಶ್ವರ,పరమేశ్వర,paramēśvara,paramēśvara,,kn: ಸೃಷ್ಠಿಯನ್ನು ನಾಶ ಮಾಡುವ ಹಿಂದು ದೇವರು || te: సింహాన్ని వాహనంగా కలిగిన దేవత,form_similar,,,,
B000364,ಪರಾಮರ್ಶ,పరామర్శ,parāmarśa,parāmarśa,,"kn: ಯಾವುದೋ ಮಾತಿನ ಕಡೆಗೆ ಯಾರ ಗಮನವೂ ಬಾರದೆ ಇದ್ದಾಗ ಅವರ ಗಮನವನ್ನು  ಅ ವಿಷಯ ಅಥವಾ ಮಾತಿನ ಕಡೆಗೆ ಗಮನ ಹರಿಸಲು ಹೇಳುವುದು || te: తమలోతాము కలిసి ఇది తెలుసుకునే క్రియ అదేమిటంటే ఏది మంచిది, ఏమి చేయాలి.",form_similar,,,,
B000365,ಪರಿಶ್ರಮ,పరిశ్రమ,pariśrama,pariśrama,,kn: ಈ ತರಹದ ಕೆಲಸ ಮಾಡಿ ಮಾಡಿ ಶರೀರ ದುರ್ಬಲವಾಗುತ್ತಾ ಹೋಗುವುದು || te: యంత్రముల ద్వారా వస్తువులను తయారుచేసే సంస్థ,form_similar,,,,
B000366,ಪಲ್ಲೆ,పల్లె,palle,palle,,kn: ಕೆಲವು ವಿಶೇಷ ಪ್ರಕಾರದ ಗಿಡಗಳು ತರಕಾರಿಯ ರೀತಿಯ ತಿನ್ನಲು ಯೋಗ್ಯವಾದ ಪದಾರ್ಥಗಳು || te: కొన్ని కుటుంబాలు కలిసి నివసించే ప్రదేశం,form_similar,,,,
B000367,ಪಾಕ,పాక,pāka,pāka,,kn: ಸಕ್ಕರೆ ಅಥವಾ ಬೆಲ್ಲವನ್ನು ಕುದಿಸಿ ತಯಾರಿಸುವ ಮಂದವಾದ ದ್ರವ ಅದರಲ್ಲಿ ಮಿಠಾಯಿಗಳನ್ನು ಮುಳುಗಿಸಲಾಗುತ್ತದೆ || te: గడ్డితో కట్టిన ఇల్లు.,form_similar,,,,
B000368,ಪಾಡು,పాడు,pāḍu,pāḍu,,"kn: ಕವಿತೆ, ಗಜಲ್ ಮುಂತಾದವುಗಳನ್ನು ಹಾಡುವ ಪ್ರಕ್ರಿಯೆ || te: ఏదైన వస్తువు శిథిలము అగుట.",form_similar,,,,
B000369,ಪಾತಾಳ,పాతాళ,pātāḷa,pātāḷa,,kn: ಪುರಾಣದ ಅನುಸಾರ ಪೃಥ್ವಿಯ ಕೆಳಗೆ ಏಳು ಲೋಕದಲ್ಲಿ ತುಂಬಾ ಕೆಳಗಿರುವ ಏಳನೇ ಲೋಕ || te: భూమి అంతర్భాగం లేదా లోపలి భాగం,form_similar,,,,
B000370,ಪಾಪ,పాప,pāpa,pāpa,,kn: ಯಾವುದೇ ಕೆಲಸವನ್ನು ವಿಧಿ ಅಥವಾ ವಿಧಾನದ ವಿರುದ್ಧವಾಗಿ ಮಾಡಿದರೆ (ಮತ್ತು) ಅದಕ್ಕಾಗಿ ಅವರಿಗೆ ಶಿಕ್ಷೆ ಆಗಬಹುದು || te: పుష్పవతి కాని ఆడపిల్ల.,form_similar,,,,
B000371,ಪಾರ,పార,pāra,pāra,,kn: ಸೈನ್ಯ ಅಥವಾ ರಕ್ಷಣಾ ದಳದಲ್ಲಿ ಇದ್ದು ಯುದ್ಧಮಾಡುವ ವ್ಯಕ್ತಿ || te: మట్టిని తవ్వడానికి ఉపయోగించే ఇనుప సాధనం,form_similar,,,,
B000372,ಪಾಲಿ,పాలి,pāli,pāli,,kn: ಅತಿ ದೊಡ್ಡ ಪಾಪವನ್ನು ಮಾಡುವಂತಹ || te: పెద్ద తాడుతో కట్టిన ఒక కొండ నుండి ఇంకొక కొండను దాటడానికి ఉపయోగపడేది,form_similar,,,,
B000373,ಪಾಲು,పాలు,pālu,pālu,,"kn: ಹಣ್ಣು ಮೊದಲಾದವುಗಳನ್ನು ಕತ್ತಿರಿಸಿದ ಅಥವಾ ಕೊಯ್ದ/ಸೀಳಿದ ಭಾಗ, ತುಂಡು || te: సంతాన పోషణ కోసం ఆడ క్షీరదాలు స్రవింపజేసే అపారదర్శకమైన తెల్లని ద్రవం/ టీ లో కలుపుటకు ఉపయోగపడే తెల్లని ద్రవ పదార్ధం.",form_similar,,,,
B000374,ಪಾಳಿ,పాళి,pāḷi,pāḷi,,kn: ಯಾವುದಾದರು ಕೆಲಸ ಅಥವಾ ಆಟವನ್ನು ಆಡುವ ಸಮಯ ಎಲ್ಲಾ ಆಟಗಾರರು ಮತ್ತೆ ಮತ್ತೆ ಸಂಧಿಸುತ್ತಾರೆ/ಸಿಗುತ್ತಾರೆ || te: రాయడానికి ఉపయోగపడే ముక్కలో ఉండే చిన్న గుండు,form_similar,,,,
B000375,ಪಿಶಾಚಿ,పిశాచి,piśāci,piśāci,,"kn: ಧರ್ಮ-ಗ್ರಂಥದಲ್ಲಿ ಆದರೀಣಿಯವಾದ ಆ ದುಷ್ಟ ಸ್ವರೂಪ ಧರ್ಮ ವಿರೋಧಿಯಾದ ಕಾರ್ಯವನ್ನು ಮಾಡುತ್ತದೆ ಹಾಗೂ ದೇವತೆಗಳು, ಋಷಿಗಳು ಮೊದಲಾದವರುಗಳ ಶತ್ರು || te: చచ్చిపోయి పీడించేవి",form_similar,,,,
B000376,ಪುಕಾರು,పుకారు,pukāru,pukāru,,kn: ಯಾವುದಾದರು ವ್ಯಕ್ತಿಯ ಬಗ್ಗೆ ಅವನ/ಅವಳ ಬೆನ್ನಹಿಂದೆ ನಿಂದನೆ ಮಾಡುವುದು || te: ఎటువంటి ఆధారములేకుండా ప్రజలలో వ్యాపించు వార్త.,form_similar,,,,
B000377,ಪುಟ,పుట,puṭa,puṭa,,kn: ಪುಸ್ತುಕ ಪುಟದ ಒಂದು ಕಡೆಯ ಆಧಾರ ಅಥವಾ ಭಾಗ || te: ఏదేని పుస్తకపు లేక కాపీ యొక్క ఒక వైపునున్న ఒక కాగితము,form_similar,,,,
B000378,ಪುಟ್ಟ,పుట్ట,puṭṭa,puṭṭa,,kn: ಯಾವುದೋ ಒಂದರ ಆಕಾರ ಚಿಕ್ಕದಾಗಿರುವುದು || te: చెదలు ఉండే పుట్ట,form_similar,,,,
B000379,ಪುನರ್ಜನ್ಮ,పునర్జన్మ,punarjanma,punarjanma,,kn: ಮರಣದ ನಂತರ ಮತ್ತೊಂದು ಶರೀರದಲ್ಲಿ ಜೀವವು ಹುಟ್ಟಿಬರುತ್ತದೆ ಎಂಬ ನಂಬಿಕೆ || te: జన్మించి చనిపోయి మరలా జన్మించడం,form_similar,,,,
B000380,ಪುರಿ,పురి,puri,puri,,kn: ಹುರಿಯಲ್ಪಟ್ಟ ಅಕ್ಕಿಯನ್ನು ಮೆಲ್ಲಲ್ಪಡುತ್ತದೆ || te: తాడును తయారుచేయడానికి చేసే అల్లిక,form_similar,,,,
B000381,ಪುಷ್ಟಿ,పుష్టి,puṣṭi,puṣṭi,,kn: ಪುಷ್ಟಿ ಅಥವಾ ಗಟ್ಟಿಯಾಗುವ ಅವಸ್ಥೆ ಅಥವಾ ಕ್ರಿಯೆ || te: ఎంతటి పనినైన చేయగలగడం,form_similar,,,,
B000382,ಪೂರೀ,పూరీ,pūrī,pūrī,,"kn: ಮೃದಂಗ, ತಬಲ, ಡೋಲು ಮೊದಲಾದವುಗಳ ಮೇಲೆ ಕೂಡಿಸಿದ ದುಂಡಾದ ತೊಗಲು || te: మృదంగం, తబలా, డోలు మొదలైన వాయిద్యాల మధ్యలో ఉండే నల్లని భాగం",form_similar,,,,
B000383,ಪೂರ್ವೋತ್ತರ,పూర్వోత్తర,pūrvōttara,pūrvōttara,,kn: ಉತ್ತರ-ಪೂರ್ವದ ಅಥವಾ ಉತ್ತರ-ಪೂರ್ವಕ್ಕೆ ಸಂಬಂಧಿಸಿದ || te: తూర్పుకు ఉత్తరానికి మధ్యలో ఉండే మూల,form_similar,,,,
B000384,ಪೂಲು,పూలు,pūlu,pūlu,,"kn: ನದಿ ಮೊದಲಾದವುಗಳ ಮೇಲೆ, ಅವರನ್ನು ದಂಡದಿಂದ ಸಾಗಿಸಲು ನಾವೆ/ದೋಣಿ ಛೇದಿಸಿ, ದಪ್ಪವಾದ ಹಗ್ಗವನ್ನು ಕಟ್ಟಿ ಅಥವಾ ಕಂಬಗಳ ಮೇಲೆ ಚಿಕ್ಕ ಹಲಿಗೆ, ಉದ್ದವಾದ ಪಟ್ಟಿ ಇಟ್ಟು ಮಾಡಿರುವ ಮಾರ್ಗ ಮತ್ತು ಅದರ ಸಂಬಂಧವಾಗಿರುವಂತಹ ಎಲ್ಲಾ ರೀತಿಯ ರಚನೆ || te: మొగ్గలు విచ్చిన స్థితి.",form_similar,,,,
B000385,ಪೃಥ್ವಿ,పృథ్వి,pr̥thvi,pr̥thvi,,"kn: ಪೃಥ್ವಿಯ ಮೇಲೆ-ಕೆಳಗೆ ಕೆಲವು ಕಾಲ್ಪನಿಕ ಸ್ಥಾನ, ಪುರಾಣದ ಅನುಸಾರವಾಗಿ ಅದರ ಸಂಖ್ಯೆ ಹದಿನಾಲ್ಕು || te: నీరు లేకుండా ఉండే ప్రదేశం",form_similar,,,,
B000386,ಪೆಟ್ಟು,పెట్టు,peṭṭu,peṭṭu,,kn: ಯಾವುದೇ ವಸ್ತು ಅಥವಾ ಸಂಗತಿಯಿಂದ ದೇಹಕ್ಕೆ ಅಥವಾ ಮನಸ್ಸಿಗೆ ನೋವಾಗುವಂತೆ ಪರಿಣಾಮ ಬೀರುವುದು || te: ఒక చోట ఉంచడం,form_similar,,,,
B000387,ಪೆದ್ದ,పెద్ద,pedda,pedda,,kn: ಯಾರು ಎಷ್ಟೇ ತಿಳುವಳಿಕೆ ಹೇಳಿದರು ಕೇಳದೆ ಇರುವರೋ ಮತ್ತು ಮೂರ್ಖ ಕೆಲಸವನ್ನು ಮಾಡುತ್ತಿರುವರೋ || te: ఎవరైతే గౌరవించడానికి అర్హులో,form_similar,,,,
B000388,ಪೆನ್ಷನ್,పెన్షన్,penṣan,penṣan,,"kn: ಯಾರೋ ಒಬ್ಬರು ಹಿಂದೆ ಅಥವಾ ತುಂಬಾ ದಿನದ ವರೆಗೂ ಸೇವೆ ಮಾಡಿರುವ, ಅವರಿಗೆ ಅಥವಾ ಅವರ ಪರಿವಾರಕ್ಕೆ ತಿಂಗಳಿಗೊಮ್ಮೆ ಅಥವಾ ವರ್ಷಕ್ಕೆ ನೀಡುವ ಧನ ಸಹಾಯ || te: ఎవరికైతె ఉపాకారం లభిస్తుంది లేదా లభించచ్చో",form_similar,,,,
B000389,ಪೇಟ,పేట,pēṭa,pēṭa,,"kn: ತಲೆಯಮೇಲೆ ಸುತ್ತಿಕೊಂಡು ಕಟ್ಟಿಕೊಳ್ಳುವಂತಹ ಒಂದು ಉದ್ದವಾದ ಬಟ್ಟೆ || te: నగరంలో ఉండే ఒక విభాగము, అక్కడ అనేక ఇండ్లు ఉంటాయి",form_similar,,,,
B000390,ಪೈಸ,పైస,paisa,paisa,,kn: ದುಡ್ಡಿನ ಮೂರನೆಯ ಭಾಗ ಮತ್ತು ಒಂದು ಚಿಕ್ಕ ರೂಪಾಯಿ || te: పది అణాలు కలిసిన భాగం,form_similar,,,,
B000391,ಪ್ರಖ್ಯಾತ,ప్రఖ్యాత,prakhyāta,prakhyāta,,kn: ಬಹು ಜನರ ನೆನಪಿನಲ್ಲಿ ಉಳಿಯುವ ಇಲ್ಲವೇ ಉಳಿದಂತಹ ಪ್ರಕ್ರಿಯೆಗೆ ಸಂಬಂಧಿಸದಂತಹ || te: జ్ఞ్జానము మొదలగు వాటిలో చాలా పెద్ద.,form_similar,,,,
B000392,ಪ್ರತಿಕೃತಿ,ప్రతికృతి,pratikr̥ti,pratikr̥ti,,kn: ಬೇರೆಯ ವಸ್ತುವಿನ ಆಕಾರದ ಮಾದರಿಯಲ್ಲೇ ತಯಾರಿಸಿದ ಇನ್ನೊಂದು ವಸ್ತು || te: రూపము ఆకారము ఒకే విధంగా ఉండుట.,form_similar,,,,
B000393,ಪ್ರತಿಪಕ್ಷಿ,ప్రతిపక్షి,pratipakṣi,pratipakṣi,,kn: ವಿರುದ್ಧವಾಗಿರುವ || te: ఒకరి వినాశనాన్ని కోరుకునేవాడు,form_similar,,,,
B000394,ಪ್ರತಿಯೋಗಿ,ప్రతియోగి,pratiyōgi,pratiyōgi,,kn: ಸ್ಪರ್ಧೆಯಲ್ಲಿ ಭಾಗವಹಿಸುವ || te: శత్రుత్వము గల మనిషి.,form_similar,,,,
B000395,ಪ್ರತಿವಾದಿ,ప్రతివాది,prativādi,prativādi,,kn: ಯಾರು ವಕೀಲವೃತ್ತಿಯ ಪರೀಕ್ಷೆಯನ್ನು ಪಾಸುಮಾಡಿರುವರೋ ಮತ್ತು ನ್ಯಾಯಾಲದಯಲ್ಲಿ ಯಾರದೋ ಪರವಾಗಿ ವಾದಮಾಡುವವ || te: ఒకరి వినాశనాన్ని కోరుకునేవాడు,form_similar,,,,
B000396,ಪ್ರತ್ಯಕ್ಷದರ್ಶಿ,ప్రత్యక్షదర్శి,pratyakṣadarśi,pratyakṣadarśi,,kn: ವ್ಯಕ್ತಿ ಯಾವುದಾದರು ಘಟನೆಯನ್ನು ತನ್ನ ಕಣ್ಣಾರೆ ನೋಡಿರುವಂತಹದ್ದು || te: ఏదేని సంఘటన తమ కళ్ళతో చూసిన వ్యక్తి.,form_similar,,,,
B000397,ಪ್ರಮೇಯ,ప్రమేయ,pramēya,pramēya,,"kn: ಸ್ವತಸ್ಸಿದ್ಧವಲ್ಲದಿರುವ, ಆದರೆ ಅಂಗೀಕೃತ ಸತ್ಯಾಂಶಗಳಿಂದ ಪ್ರಾರಂಭಿಸಿ ನಿಗಮನ ವಿಧಾನದಿಂದ ತಥ್ಯತೆಯನ್ನು ಸಾಧಿಸ ಬಹುದಾದ || te: ఏదైతో కొలవడానికి వీలవుతుందో",form_similar,,,,
B000398,ಪ್ರವಕ್ತ,ప్రవక్త,pravakta,pravakta,,kn: ಯಾವುದಾದರು ವಿಭಾಗ ಅಥವಾ ಸಂಸ್ಥೆ ಮೊದಲಾದವುಗಳ ಕಡೆ ಅಧಿಕೃತ ರೂಪದಲ್ಲಿ ಮಾತನಾಡುವಂತಹ ವ್ಯಕ್ತಿ || te: ముందుగా జరగబొయే విషయాలను ప్రవసించే వారు,form_similar,,,,
B000399,ಪ್ರಶಸ್ತಿ,ప్రశస్తి,praśasti,praśasti,,kn: ಯಾವುದೋ ಕೆಲಸಕ್ಕೆ ನೀಡುವ ಸನ್ಮಾನ ಪೂರ್ವಕವಾಗಿ ನೀಡುವ ಧನ ಅಥವಾ ದ್ರವ್ಯ || te: పేరు ప్రతిష్టలు పెరగడం.,form_similar,,,,
B000400,ಪ್ರಸಿದ್ಧಿ,ప్రసిద్ధి,prasiddhi,prasiddhi,,kn: ಖ್ಯಾತರಾಗುವ ಸ್ಥಿತಿ ಅಥವಾ ಭಾವನೆ || te: ఏదైన పోటీలలో లేదా ఆటలలో ఎవరూ అందుకోలేని మరియు శాస్వత గుర్తుగా మిగిలే క్రియ,form_similar,,,,
B000401,ಪ್ರಸೂತಿ,ప్రసూతి,prasūti,prasūti,,kn: ಮಗುವು ಹುಟ್ಟುವ ಕ್ರಿಯೆ || te: మనకు జన్మనించే స్త్రీ,form_similar,,,,
B000402,ಪ್ರಾಣಿ,ప్రాణి,prāṇi,prāṇi,,"kn: ಸಸ್ತನಿ, ಮೀನು, ಹಕ್ಕಿಗಳಲ್ಲದ ಮನುಷ್ಯೇತರ ಜೀವಿ || te: ప్రాణం కలిగినవి.",form_similar,,,,
B000403,ಫಿರಂಗಿ,ఫిరంగి,phiraṁgi,phiraṁgi,,kn: ಯೂರೋಪ್ ಅಥವಾ ಅಮೇರಿಕಾದ ದೇಶದ ನಿವಾಸಿಗಳ ಶರೀರದ ಬಣ್ಣ ಅತ್ಯಂತ ಗೌರವರ್ಣ ಅಥವಾ ಬಿಳಿ ಬಣ್ಣ ಇರುವುದು || te: పాతకాలంనాటి యుద్దాలలో మందుగుండు పెట్టి పేల్చేటటువంటి సాధనం బండి ఆకారంలో ఉంటుంది,form_similar,,,,
B000404,ಫಿರ್ಯಾದು,ఫిర్యాదు,phiryādu,phiryādu,,kn: ಕೇಡಿನ ನಿವಾರಣೆಗಾಗಿ ನ್ಯಾಯಾಲಯದಲ್ಲಿ ಮಾಡುವ ಪ್ರಾರ್ಥನೆ || te: నేరారోపణ చేయుట.,form_similar,,,,
B000405,ಫಿಲಿಪೀನೀ,ఫిలిపీనీ,philipīnī,philipīnī,,kn: ಫಿಲಿಪೀನೀ ಭಾಷೆಗೆ ಸಂಬಂಧಿಸಿದ ಅಥವಾ ಫಿಲಿಪೀನೀ ಭಾಷೆಯ || te: ఫిలిపీన్స్ దేశానికి సంబంధించిన,form_similar,,,,
