pair_id,kn_word,te_word,kn_iso,te_iso,synset_id,gloss,candidate_source,label,origin,annotator,notes
B000816,ಯುದ್ಧಬೇರಿ,యుద్ధభేరి,yuddhabēri,yuddhabhēri,,kn: ಯುದ್ಧ ಸಮಯದಲ್ಲಿ ನುಡಿಸುತ್ತಿದ್ದ ಒಂದು ಪ್ರಕಾರದ ವಾದ್ಯ || te: యుద్ధం మొదలు అవ్వునప్పుడు చేయు శబ్దము.,form_similar,,,,
B000817,ರೇಖಾಚಿತ್ರ,రేఖాచిత్రం,rēkhācitra,rēkhācitraṁ,,kn: ಯಾವುದೇ ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಯ ರೂಪವನ್ನು ಬರೀ ರೇಖೆಯ ಮೂಲಕ ಚಿತ್ರ ಬಿಡಿಸಿರುವುದು || te: బోమ్మలు గీయటం,form_similar,,,,
B000818,ವಾನಪ್ರಸ್ಥಿ,వానప్రస్థ,vānaprasthi,vānaprastha,,kn: ಯಾರು ವಾನಪ್ರಸ್ತ ಆಶ್ರಮಕ್ಕೆ ಪ್ರವೇಶ ಮಾಡಿರುವರೋ || te: ప్రాచీన భారతీయ ఆశ్రమాలలో మూడవ ఆశ్రమం ఇందులో ప్రజలు గృహజీవనాన్ని త్యాగంచేసి అడవులలో నివసిస్తారు,form_similar,,,,
B000819,ವಿಶ್ವಾಂಭರ,విశ్వంభర,viśvāṁbhara,viśvaṁbhara,,kn: ಹಿಂಧೂಗಳ ಪ್ರಕಾರ  ಸೃಷ್ಟಿಯನ್ನು ಪಾಲನೆ ಮಾಡುತ್ತಿರುವುದು ಒಬ್ಬನೇ ದೇವರು || te: నీరు లేకుండా ఉండే ప్రదేశం,form_similar,,,,
B000820,ವಿಸ್ಫೋಟಕ,విస్ఫోటకం,visphōṭaka,visphōṭakaṁ,,kn: ವಿಸ್ಫೋಟಕವನ್ನು ಉಂಟುಮಾಡುವಂತಹ || te: విపరీత ఘటనలకు దారితీసే వేడి వస్తువు.,form_similar,,,,
B000821,ವೃತ್ತಾಕಾರ,వృత్తాకారం,vr̥ttākāra,vr̥ttākāraṁ,,kn: ವೃತ್ತ ಅಥವಾ ಚಕ್ರದ ಆಕಾರದ || te: కోడిగుడ్డు అకారం,form_similar,,,,
B000822,ವೃಷಧ್ವಜ,వృషధ్వజా,vr̥ṣadhvaja,vr̥ṣadhvajā,,"kn: ಹಿಂದೂಗಳ ಪ್ರಧಾನ ಮತ್ತು ಅಗ್ರಪೂಜೆಯನ್ನು ಮಾಡುವ ದೇವರು, ಮನುಷ್ಯ ಶರೀರವನ್ನು ಹೊಂದಿದ್ದು ಆನೆಯ ಮುಖವನ್ನು ಹೊಂದಿರುವ ದೆವರು || te: సింహాన్ని వాహనంగా కలిగిన దేవత",form_similar,,,,
B000823,ಶುಭಾಕಾಂಕ್ಷಿ,శుభాకాంక్ష,śubhākāṁkṣi,śubhākāṁkṣa,,kn: ಯಾರೋ ಒಬ್ಬರ ಹಿತ ಅಥವಾ ಒಳ್ಳೆಯದನ್ನೇ ಬಯಸುವ ವ್ಯಕ್ತಿ || te: వేరొకరికోసము మంచిగా కోరిక కలిగి ఉండటం,form_similar,,,,
B000824,ಶುಭಾಕಾಂಕ್ಷೆ,శుభాకాంక్ష,śubhākāṁkṣe,śubhākāṁkṣa,,kn: ಇನ್ನೊಬ್ಬರ ಹಿತ ಅಥವಾ ಶ್ರೇಯಸ್ಸಿನ ಕಾಮನೆ || te: వేరొకరికోసము మంచిగా కోరిక కలిగి ఉండటం,form_similar,,,,
B000825,ಸಂಘರ್ಷದ,సంఘర్షణ,saṁgharṣada,saṁgharṣaṇa,,kn: ಯಾರು ಸಂಘರ್ಷವನ್ನು ಮಾಡುತ್ತಿದ್ದಾರೋ || te: రెండు వస్తువుల మద్య కలిగే రాపిడి.,form_similar,,,,
B000826,ಸಚಿವಾಲಯ,సచివాలయం,sacivālaya,sacivālayaṁ,,"kn: ಮಂತ್ರಿಯ ಕಾರ್ಯಾಲಯ ಅಥವಾ ವಿಭಾಗ || te: వివాదములు, గొడవలు రూపుమాపుటకు ఎన్నుకొనే ప్రజల గుంపు",form_similar,,,,
B000827,ಸಮಾರಂಭ,సమారంభం,samāraṁbha,samāraṁbhaṁ,,kn: ಯಾವುದೇ ವಿಷಯದ ಅಂಗವಾಗಿ ಚರ್ಚೆ ಮಾಡುವುದಕ್ಕೋಸ್ಕರ ಆಯೋಜಿಸಿರುವ ಸಭೆ ಅಥವಾ ಕೂಟ || te: ఏదైన పనిని కాని విషయాన్ని కాని మొదలు పెట్టడం,form_similar,,,,
B000828,ಸಾಂಪ್ರದಾಯ,సాంప్రదాయం,sāṁpradāya,sāṁpradāyaṁ,,kn: ಸಾಂಪ್ರದಾಯಿಕತೆಯನ್ನು ಹೊಂದುವ ಸ್ಥಿತಿ ಅಥವಾ ಭಾವನೆ || te: చాలా రోజుల నుండి ఒక సిద్ధాంతాన్ని పాటించడం.,form_similar,,,,
B000829,ಸಾರ್ವತ್ರಿಕ,సార్వత్రికం,sārvatrika,sārvatrikaṁ,,kn: ಎಲ್ಲಾ ಜಾಗಗಳಿಗೂ ಸಂಬಂಧಿಸುವ ಅಥವಾ ಎಲ್ಲಾ ಜಾಗಗಳಲ್ಲಿಯೂ ಒಂದೇ ರೀತಿಯಾಗಿರುವ || te: ఎల్లప్పుడూ సార్వజనీనంగా ఉండు భావన.,form_similar,,,,
B000830,ಸಿಂಹದ್ವಾರ,సింహద్వారం,siṁhadvāra,siṁhadvāraṁ,,kn: ನಗರ ಅಥವಾ ಕೋಟೆಯ ಮುಖ್ಯದ್ವಾರ || te: పెద్ద తలుపు,form_similar,,,,
B000831,ಸೂರ್ಯ-ಕಾಂತಿ,సూర్యకాంతి,sūrya-kāṁti,sūryakāṁti,,kn: ಸೂರ್ಯನ ಕಡೆಗೆ ಮುಖಮಾಡಿ ನಿಲ್ಲುವ ಹಳದಿ ಹೂಗಳನ್ನು ಬಿಡುವ ಒಂದು ಜಾತಿಯ ಗಿಡ ಮತ್ತು ಅದರ ಹೂವು || te: సూర్యుడినుంచి వచ్చే కిరణాలు,form_similar,,,,
B000832,ಹಿತವಚನ,హితవచనం,hitavacana,hitavacanaṁ,,kn: ಒಳ್ಳೆಯತನವನ್ನು ಹೇಳುವ ಅಥವಾ ಒಳ್ಳೆಯ ಗುಣಗಳನ್ನು ಹೊಂದಿದ ಮಾತುಗಳು || te: ఇది యిట్లే చేయాలని ఇచ్చు ఉత్తరువు.,form_similar,,,,
B000833,ಅಂತರಂಗ,అంతరంగం,aṁtaraṁga,aṁtaraṁgaṁ,,kn: ಮನಸ್ಸಿನಲ್ಲಿ ಉಂಟಾಗುವ ಭಾವನೆ ಅಥವಾ ವಿಚಾರ || te: మనస్సు యొక్క ఒక శక్తి దీని వలన మంచి చెడ్డ స్పష్టంగా తెలుస్తుంది.,form_similar,,,,
B000834,ಅಂತರ್ಧಾನ,అంతర్ధార,aṁtardhāna,aṁtardhāra,,"kn: ಯಾವುದಾದರು ವರ್ಗ ಅಥವಾ ಸಮಾಜದ ಒಳಗಿಂದೊಳಗಿರುವ ನಿಶ್ಚಿತವಿಚಾರ ಅಥವಾ ವಿಚಾರ ಸಾಧಾರಣತೆಗಿಂತ ಎತ್ತರಕ್ಕೆ ಹೋಗುವುದಿಲ್ಲ || te: నదులు, సముద్రం మొదలైన వాటిలో వుండే నీరు",form_similar,,,,
B000835,ಅಂತರ್ಮುಖಿ,అంతర్ముఖ,aṁtarmukhi,aṁtarmukha,,kn: ತನ್ನದೇ ಆದ ಆಲೋಚನೆಗಳು ಮತ್ತು ಭಾವನೆಗಳಲ್ಲಿ ಮುಳುಗಿ ಹೊರಗಿನ ವಿಷಯ ಅಥವಾ ವಸ್ತುಗಳ ಬಗ್ಗೆ ಆಸಕ್ತಿಯಿಲ್ಲದವನು || te: సమయానుకూలంగా ముఖాన్ని చూపించేటటువంటి,form_similar,,,,
B000836,ಅಗರಬತ್ತಿ,అగరుబత్తి,agarabatti,agarubatti,,kn: ಸುಂಗಧಕ್ಕಾಗಿ ಹಚ್ಚಿ ಉರಿಸುವಂತಹ ಬತ್ತಿ || te: దేవుడి దగ్గర వెలిగించే సువాసన గల కడ్డీలు,form_similar,,,,
B000837,ಅಗ್ನಿಹೋತ್ರ,అగ్నిహోత్రం,agnihōtra,agnihōtraṁ,,kn: ಒಂದು ಪ್ರಕಾರದ ಯಾಗ || te: లోక కళ్యాణం కొరకు పండితులు చేసె యాగం,form_similar,,,,
B000838,ಅಧ್ಯಯನ,అధ్యయనం,adhyayana,adhyayanaṁ,,kn: ಯಾವುದೇ ವಿಷಯವನ್ನು ಆಳವಾಗಿ ತಿಳಿಯಲು ಆಯಾ ವಿಷಯದಲ್ಲಿ ಹೆಚ್ಚಿನ ಓದಿಗೆ ತೆರೆದುಕೊಳ್ಳುವುದು || te: పుస్తకము లేక ఏదేని వ్రాయబడిన విషయాన్ని చూసి చదివే క్రియ.,form_similar,,,,
B000839,ಅನಂತರದ,అనంతరజ,anaṁtarada,anaṁtaraja,,kn: ಒಂದಾದ ನಂತರ ಮತ್ತೊಂದು || te: చెల్లెలు లేక అక్క.,form_similar,,,,
B000840,ಅನುಕರಣ,అనుకరణం,anukaraṇa,anukaraṇaṁ,,kn: ಇತರರನ್ನು ಅಥವಾ ಇತರ ಸಂಗತಿಯನ್ನು ನೋಡಿ ಅದೇ ರೀತಿ ಮಾಡುವುದು || te: ఒక భాష నుండి వేరొక్క భాషలోకి మార్చడం.,form_similar,,,,
B000841,ಅನುಗಮನ,అనుగమనం,anugamana,anugamanaṁ,,kn: ಯಾರೋ ಒಬ್ಬರ ಹಿಂದೆ ಹಿಂದೆ ನಡೆಯುವ ಕ್ರಿಯೆ || te: ఇతరులు చేసే పనులను చూసి చేయుట.,form_similar,,,,
B000842,ಅಪರಿಮಿತ,అపరిమితం,aparimita,aparimitaṁ,,kn: ಯಾವುದನ್ನು ಅಳತೆ ಮಾಡಲಾಗಿಲ್ಲವೋ ಅಥವಾ ಅಳೆಯಲು ಸಾಧ್ಯವಿಲ್ಲವೋ || te: ఎక్కువ కంటే ఎక్కువగా ఉండే స్థితి.,form_similar,,,,
B000843,ಅಪ್ರಮುಖ,అప్రముఖం,apramukha,apramukhaṁ,,kn: ಯಾವುದೇ ಕಾರಣಕ್ಕೂ ಅಷ್ಟೇನು ಮುಖ್ಯವಾಗದುದು || te: ప్రాముఖ్యత లేకపోవుట,form_similar,,,,
B000844,ಅಪ್ರಾಕೃತ,అప్రాకృతం,aprākr̥ta,aprākr̥taṁ,,kn: ನೈಸರ್ಗಿಕವಲ್ಲದ್ದು ಅಥವಾ ಪ್ರಾಕೃತಿಕ್ಕೆ ಸಂಬಂಧವಿಲ್ಲದಿರುವುದು || te: అధిక శక్తి సామర్థ్యాలు కలిగిన వ్యక్తి,form_similar,,,,
B000845,ಅಭಿಧಾನ,అభిధానం,abhidhāna,abhidhānaṁ,,"kn: ಯಾವುದಾದರು ಸಾಮಾಜಿಕ, ಧಾರ್ಮಿಕ ಕೆಲಸ ಮೊದಲಾದವುಗಳಿಗೆ ದಾನದ ರೂಪದಲ್ಲಿ ಕೆಲವು ಜನರು ಕೊಡುವಂತಹ ಹಣ ಮೊದಲಾದ ವಸ್ತುಗಳು || te: ఏదైన చెప్పే భావన.",form_similar,,,,
B000846,ಅರಣ್ಯವಾಸ,అరణ్యవాసి,araṇyavāsa,araṇyavāsi,,kn: ಕಾಡಿನಲ್ಲಿ ವಾಸಿಸುವುದು || te: అరణ్యములో నివసించువాడు.,form_similar,,,,
B000847,ಅಲಂಕರಣೆ,అలంకరణ,alaṁkaraṇe,alaṁkaraṇa,,"kn: ಅಲಂಕರಿಸುವ ಕೆಲಸ ಮಾಡಿದಂತಹ || te: ఆడవారు బట్టలు, ఆభరణాలతో తమనుతాము ముస్తాబు చేయడం.",form_similar,,,,
B000848,ಅವಲೋಕನ,అవలోకనం,avalōkana,avalōkanaṁ,,kn: ಒಳ್ಳೆಯ ರೀತಿಯಲ್ಲಿ ಪರೀಕ್ಷೆಯನ್ನು ಮಾಡಲು ಯಾವುದೋ ಒಂದನ್ನು ಸರಿಯಯಾಗಿ ನೋಡುವ ಕ್ರಿಯೆ || te: ఒక విషయాన్ని గూర్చి సమగ్రంగా పరిశీలించి దానిలోని మంచిచెడులను ఎత్తిచూపే క్రియ.,form_similar,,,,
B000849,ಅವಿಧೇಯತೆ,అవిధేయత,avidhēyate,avidhēyata,,"kn: ಅಪ್ಪಣೆ, ಆಜ್ಞೆ, ಕಟ್ಟಳೆ ಮೀರಿ ನಡೆಯುವುದು (ಅಧಿಕಾರಿ ಅಥವಾ ಆದೇಶ) || te: ఎగతాళిగా గేలి చేసి మాట్లాడటం.",form_similar,,,,
B000850,ಅಸಂತೃಪ್ತ,అసంతృప్తి,asaṁtr̥pta,asaṁtr̥pti,,kn: ಯಾವುದು ತೃಪ್ತವಾಗಿಲ್ಲವೋ || te: అనుకొన్నది జరగకపోతే మనస్సునందు కలిగే భావన.,form_similar,,,,
B000851,ಅಸಮರ್ಥ,అసమర్థం,asamartha,asamarthaṁ,,kn: ಯೋಗ್ಯತೆ ಇಲ್ಲದಿರುವವ || te: సమంజసం లేని.,form_similar,,,,
B000852,ಆತ್ಮತ್ಯಾಗ,ఆత్మత్యాగం,ātmatyāga,ātmatyāgaṁ,,"kn: ಯಾವುದಾದರು ಒಳ್ಳೆಯ ಕೆಲಸಕ್ಕಾಗಿ ಅಥವಾ ಬೇರೆಯವರಿಗಾಗಿ ತಮ್ಮ ಸುಖ, ಸಂತೋಷಗಳನ್ನು ತ್ಯಾಗ ಮಾಡುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವ || te: ప్రేమ, భక్తి మొదలగు వాటి కోసం తమ మనస్సుని అర్పించడం",form_similar,,,,
B000853,ಆತ್ಮಾನಂದ,ఆత్మానందం,ātmānaṁda,ātmānaṁdaṁ,,kn: ಆತ್ಮಕ್ಕೆ ಆನಂದ ಅಥವಾ ಸಂತೋಷ || te: మనసుకు కలిగే సంతోషం,form_similar,,,,
B000854,ಇಂದ್ರಜಾಲ,ఇంద్రజాలం,iṁdrajāla,iṁdrajālaṁ,,kn: ಕೈ ಚಳಕದಿಂದ ಮಾಡುವ ಚಿತ್ರ ವಿಚಿತ್ರವಾದ ಆಟ ಅಥವಾ ಮನರಂಜನೆ || te: మనుష్యులను మబ్య పెట్టడం,form_similar,,,,
B000855,ಇಷ್ಟಪಡುವ,ఇష్టపడుట,iṣṭapaḍuva,iṣṭapaḍuṭa,,kn: ಯಾವುದೋ ಒಂದು ಮನಸ್ಸು ಬಯಸುವುದು || te: కావాలనుకోవుట లేక జరగాలనుకోవుట.,form_similar,,,,
B000856,ಉಪಕರಣ,ఉపకరణం,upakaraṇa,upakaraṇaṁ,,kn: ಯಾವುದಾದರು ಕೆಲಸಗಳಿಗೆ ಉಪಯೋಗವಾಗುವ ಸಾಮರ್ಥ್ಯವಿರುವ ವಸ್ತು || te: దీని సహాయంతో ఏదేని పనిని చేయవచ్చు,form_similar,,,,
B000857,ಉಪಶಮನ,ఉపశమనం,upaśamana,upaśamanaṁ,,kn: ಯಾವುದೇ ಅನುಚಿತ ಕೆಲಸ ವ್ಯವಸ್ಥೆ ಮುಂತಾದವುಗಳನ್ನು ತಡೆಯುವ ಕ್ರಿಯೆ || te: ఏదైన పనిచేసిన తర్వాత లేక వ్యాది తగ్గిన తరువాత కలుగు అనుభూతి.,form_similar,,,,
B000858,ಋಣಾತ್ಮಕ,ఋణాత్మకం,r̥ṇātmaka,r̥ṇātmakaṁ,,kn: ಋಣ ಪಕ್ಷದಲ್ಲಿ ಸಂಬಂಧವಿರುವ || te: నష్టం వచ్చినప్పుడు చూపించే చిహ్నం,form_similar,,,,
B000859,ಒಡಂಬಡಿಕೆ,ఒడంబడిక,oḍaṁbaḍike,oḍaṁbaḍika,,"kn: ರಾಜ್ಯ, ದಳ ಮೊದಲಾದವುಗಳಲ್ಲಿ ಆಗುವ ನಿಶ್ಚಯದ ಪ್ರಕಾರ ನಾವು ಪರಸ್ಪರ ಯುದ್ಧಮಾಡುವುದಿಲ್ಲ ಮತ್ತು ಮಿತ್ರತ್ವದ ಪೂರಕವಾಗಿ ಇರುತ್ತೇವೆ ಅಥವಾ ಇಂಥ ಕ್ಷೇತ್ರದಲ್ಲಿ ಇಂಥ ಪ್ರಕಾರದಲ್ಲಿ ವ್ಯವಹಾರವನ್ನು ಮಾಡುತ್ತೇವೆ || te: ఏదేని పని చేయుటకు రెండు పక్షాల మధ్యలో అయ్యే ఒడంబడిక",form_similar,,,,
B000860,ಕರಪತ್ರ,కరపత్రం,karapatra,karapatraṁ,,kn: ಗೋಡೆಯ ಮೇಲೆ ಅಂಟಿಸಿ ಸಾರ್ವಜನಿಕವಾಗಿ ಮಾಹಿತಿಗಳನ್ನು ಕೊಡುವಂಥ ಸೂಚನಾ ಪತ್ರ || te: ఒక విషయాన్నిగూర్చి తెలియజేయుటకు పలువురికి పంపబడే పత్రం.,form_similar,,,,
B000861,ಕಷ್ಟಕಾಲ,కష్టకాలం,kaṣṭakāla,kaṣṭakālaṁ,,kn: ಆ ದಿನದಲ್ಲಿ ಕಷ್ಟವನ್ನು ಕೊಡುವಂತಹ ಘಟನೆಗಳು ನಡೆಯುತ್ತದೆ || te: బాధతో కలిగిన పరిస్థితి,form_similar,,,,
B000862,ಕಷ್ಟಜೀವಿ,క్షష్టజీవి,kaṣṭajīvi,kṣaṣṭajīvi,,kn: ಆ ಹಣವನ್ನು ಯಾರು ಪರಿಶ್ರಮವನ್ನು ಪಟ್ಟಿದ್ದಾರೋ ಅದರ ಬದಲಾಗಿ ಹಣದ ಅಥವಾ ಪಾರಿತೋಷಕದ ರೂಪದಲ್ಲಿ ನೀಡುತ್ತಾರೆ || te: శ్రమచేసేటువంటి వ్యక్తి,form_similar,,,,
B000863,ಕಷ್ಟಪಟ್ಟು,కష్టపెట్టు,kaṣṭapaṭṭu,kaṣṭapeṭṭu,,"kn: ಪ್ರಯತ್ನ, ಶ್ರಮಗಳೊಂದಿಗೆ ಯಾವುದಾದರೊಂದು ಘಟನೆ ಅಥವಾ ಕೆಲಸ ನಡೆಯುವ ರೀತಿ || te: మానసికంగా లేదా శారీరకంగా హింసించుట.",form_similar,,,,
B000864,ಕ್ಷಯರೋಗ,క్షయరోగం,kṣayarōga,kṣayarōgaṁ,,kn: ಒಂದು ಅಸಾಧ್ಯ ರೋಗ ಅದು ರೋಗಿಯ ಶ್ವಾಶಕೋಶ ಕೊಳೆಯಿಸುತ್ತದೆ ಮತ್ತು ಪೂರ್ತಿ ಶರೀರ ನಿಧಾನವಾಗಿ ದುರ್ಬಲವಾಗುತ್ತಾ ಹೋಗುತ್ತದೆ || te: ఎక్కువ దగ్గు కలిగి మనిషి ఆరోగ్యం క్షీణిస్తూపోవడం.,form_similar,,,,
B000865,ಗಜದಂತ,గజదంతం,gajadaṁta,gajadaṁtaṁ,,"kn: ಹಿಂದೂಗಳ ಪ್ರಧಾನ ಮತ್ತು ಅಗ್ರಪೂಜೆಯನ್ನು ಮಾಡುವ ದೇವರು, ಮನುಷ್ಯ ಶರೀರವನ್ನು ಹೊಂದಿದ್ದು ಆನೆಯ ಮುಖವನ್ನು ಹೊಂದಿರುವ ದೆವರು || te: ఏనుగు దంతములతో చేసినది",form_similar,,,,
B000866,ಗಾಂಧೀವಾದ,గాంధీవాదీ,gāṁdhīvāda,gāṁdhīvādī,,"kn: ಸತ್ಯ, ಅಹಿಂಸೆ ಮೊದಲಾದವುಗಳನ್ನು ಒಳಗೊಂಡ ಗಾಂಧೀಜಿಯವರ ಸಿದ್ಧಾಂತ ಅಥವಾ ವಾದ || te: గాంధీవాదాన్ని అనుసరించేటటువంటి",form_similar,,,,
B000867,ಗಾಬರಿಪಡು,గాబరపడు,gābaripaḍu,gābarapaḍu,,kn: ತಟಕ್ಕನೆ ನಡೆಯುವ ಯಾವುದೇ ಬಗೆಯ ಘಟನೆಗಳಿಂದ ಉಂಟಾಗುವ ಭಯಭರಿತ ಸಂವೇದನೆ || te: చిన్న పిల్లలు ఉలికిపడు క్రియ,form_similar,,,,
B000868,ಗಾಬರಿಪಡು,గాబరాపడు,gābaripaḍu,gābarāpaḍu,,kn: ತಟಕ್ಕನೆ ನಡೆಯುವ ಯಾವುದೇ ಬಗೆಯ ಘಟನೆಗಳಿಂದ ಉಂಟಾಗುವ ಭಯಭರಿತ ಸಂವೇದನೆ || te: వెళ్తూ వెళ్తూ తటాలున స్తబ్ధుడై ఆగుట,form_similar,,,,
B000869,ಚಕ್ರವಾತ,చక్రవాతం,cakravāta,cakravātaṁ,,kn: ಚಕ್ರದಂಥೆ ಸುತ್ತುವ ಜೋರಾದ ಗಾಳಿ || te: ఒక భయంకరమైన గాలి,form_similar,,,,
B000870,ಚತುರ್ದಶಿ,చతుర్ధశి,caturdaśi,caturdhaśi,,kn: ಯಾವುದೇ ಪಕ್ಷದ ಹದಿನಾಲ್ಕನೆ ತಿಥಿ || te: చంద్రమాసంలో వచ్చే నాల్గవ తిథి,form_similar,,,,
B000871,ಚಿತ್ರಪಟ,చిత్రపటం,citrapaṭa,citrapaṭaṁ,,kn: ರೇಖೆ ಅಥವಾ ಬಣ್ಣ ಮುಂತಾದವುಗಳಿಂದ ಮಾಡಿದ ಯಾವುದೇ ವಸ್ತು ಅಥವಾ ಆಕೃತಿ || te: భూమి యొక్క ఏ భాగాన్నానైన తెలిపేది,form_similar,,,,
B000872,ತತ್ವಜ್ಞಾನ,తత్వజ్ఞాని,tatvajñāna,tatvajñāni,,"kn: ಒಂದು ವಿಚಾರ ಧಾರೆಯಲ್ಲಿ ಪ್ರಕೃತಿ, ಆತ್ಮ, ಪರಮಾತ್ಮ, ಮತ್ತು ಜೀವನದ ಅಂತಿಮ ಗುರಿ ಮುಂತಾದವುಗಳನ್ನು ವಿವೇಚನೆ ಮಾಡುವುದು || te: తత్వము లేక యధార్థమునకు సంబంధించినది",form_similar,,,,
B000873,ತಿರಸ್ಕಾರ,తిరస్కారం,tiraskāra,tiraskāraṁ,,kn: ಅವರ ಮಾತು ಮತ್ತು ಕೆಲಸದಿಂದ ಯಾರದೋ ಮಾನ ಅಥವಾ ಪತಿಪ್ಠೆ ಕಮ್ಮಿಯಾಗುವುದು || te: ఒప్పుకోకపోవడం.,form_similar,,,,
B000874,ದಾರಿ-ತಪ್ಪು,దారితప్పు,dāri-tappu,dāritappu,,kn: ಭ್ರಷ್ಟನಾಗುವುದು ಅಥವಾ ಕೆಟ್ಟವರಾಗುವುದು || te: అటు_ఇటు తిరిగి వెళ్ళడం,form_similar,,,,
B000875,ದಿಟ್ಟತನ,దిట్టతనం,diṭṭatana,diṭṭatanaṁ,,kn: ಮನಸ್ಸಿನಲ್ಲಿರುವ ದಿಡ್ಡತನವು ಒಂದು ದೊಡ್ಡ ಕೆಲಸವನ್ನು ಮಾಡುವುದಕ್ಕೆ ಪ್ರಚೋದನೆಯನ್ನು ನೀಡುತ್ತದೆ ಅಥವಾ ಯಾವುದಾದರೊಂದರ ಕಾರಣದಿಂದ ನಿರ್ಭಯವಾಗಿ ಯಾವುದಾದರು ತೊಂದರೆ ಮುಂತಾದವುಗಳನ್ನು ಎದುರಿಸಬೇಕಾಗುತ್ತದೆ || te: ప్రావీణ్యుడయ్యే స్థితి లేక భావము,form_similar,,,,
B000876,ದುರ್ಗಂಧ,దుర్గంధం,durgaṁdha,durgaṁdhaṁ,,kn: ಹೀನವಾದ ರುಚಿಕರವಲ್ಲದ ಸುಗಂಧ || te: ఒక వస్తువు కుళ్ళిపోయినప్పుడు వచ్చే వాసన,form_similar,,,,
B000877,ದೋಷಾರೋಪಣೆ,దోషారోపణ,dōṣārōpaṇe,dōṣārōpaṇa,,kn: ಮಾತು ಅಥವಾ ಕ್ರಿಯೆಯ ಮೂಲಕ ಒಬ್ಬರ ಮೇಲೆ ನಿಂದನೆ ಮಾಡುವುದು || te: ఏ ఆధారము లేకుండా తప్పును ఆరోపించడము,form_similar,,,,
B000878,ಧರ್ಮಶೀಲ,ధర్మశాల,dharmaśīla,dharmaśāla,,kn: ಯಾರೋ ಒಬ್ಬರು ಧರ್ಮವನ್ನು ಪಾಲಿಸುತ್ತಿರುವ ಅಥವಾ ಧರ್ಮದ ದಾರಿಯಲ್ಲಿ ನಡೆಯುವಂತಹ || te: యాత్రికులు విశ్రాంతి తీసుకునే స్థలం.,form_similar,,,,
B000879,ನಡುಪಟ್ಟಿ,నడుంపట్టి,naḍupaṭṭi,naḍuṁpaṭṭi,,kn: ಸೊಂಟಕ್ಕೆ ಕಟ್ಟಿಕೊಳ್ಳಲು ಚರ್ಮದಿಂದ ಮಾಡಿರುವಂಥ ಪಟ್ಟಿ || te: నడుముకు ధరించే ఒక రకమైన గొలుసు,form_similar,,,,
B000880,ನಿಬಂಧನೆ,నిబంధన,nibaṁdhane,nibaṁdhana,,kn: ಯಾವುದೋ ಪ್ರಕಾರವಾಗಿ ನೆಲಸಿರುವ ರೀತಿ ಅಥವಾ ವ್ಯವಸ್ಥೆ || te: ఒక నిర్ణయంలో లేదా విధిలో వచ్చే సమస్యల నుండి బయటపడేందుకు ఇరువర్గాలు కుదుర్చుకొనే పరిష్కారం.,form_similar,,,,
B000881,ನಿಮಂತ್ರಣ,నియంత్రణ,nimaṁtraṇa,niyaṁtraṇa,,kn: ಆಮಂತ್ರಣದ ಮೂಲಕ ಮಂಗಳಕರ ದಿನದಂದು ದಾನವನ್ನು ನೀಡುವರು || te: నిషేధించబడిన ఏదైనా చర్య లేదా విషయం,form_similar,,,,
B000882,ನಿರಂಕುಶ,నిరంకుశం,niraṁkuśa,niraṁkuśaṁ,,kn: ಯಾರೋ ಒಬ್ಬರಿಗೆ ಯಾವುದೇ ಅಂಕುಶ ಅಥವಾ ತಡೆಯಿಲ್ಲದಿರುವುದು || te: అధికారాన్ని ఎక్కువగా ప్రదర్శించే తత్వం,form_similar,,,,
B000883,ನಿರಂತರ,నిరంతరం,niraṁtara,niraṁtaraṁ,,kn: ಒಂದಾದ ಮೇಲೊಂದರಂತೆ ಕ್ರಮವಾಗಿ ಬರುವುದು || te: విరామం లేకుడా ఉండుట.,form_similar,,,,
B000884,ನಿರುತ್ಸಾಹ,నిరుత్సాహం,nirutsāha,nirutsāhaṁ,,kn: ಯಾವುದೇ ವಿಷಯದಲ್ಲಿ ಕುತೂಹಲ ಇಲ್ಲದಿರುವಿಕೆ || te: తృప్తి లేకపోవడం.,form_similar,,,,
B000885,ನಿರ್ದೇಶಕ,నిర్దేశకం,nirdēśaka,nirdēśakaṁ,,"kn: ಯಾವುದಾದರೂ ಪ್ರಕಾರದ ನಿರ್ದೇಶನ ಮಾಡುವವನು || te: వస్తువు, శక్తి మొదలుగునవి చూపించే క్రియ.",form_similar,,,,
B000886,ನಿರ್ಧಾರಕ,నిర్ధారణ,nirdhāraka,nirdhāraṇa,,kn: ನಿರ್ಣಯ ತೆಗೆದುಕೊಳ್ಳುವುದರಲ್ಲಿ ಸಹಾಯವಾದದ್ದು || te: ఏదేని విషయము గూర్చి మనస్సులో ఉండే ఏదేని ఆలోచన.,form_similar,,,,
B000887,ನಿಷ್ಕಪಟ,నిష్కపటం,niṣkapaṭa,niṣkapaṭaṁ,,"kn: ಮನಸ್ಸು ಶುದ್ಧವಾಗಿರುವ ಅಥವಾ ಕಳ್ಳತನ ಅಥವಾ ಮೋಸ-ಕಪಟ ಮಾಡದೆ ಒಳ್ಳೆಯ ನಿಯತ್ತು ಇಟ್ಟುಕೊಂಡಿರುವ, || te: కపటములేని స్థితి లేక భావము",form_similar,,,,
