pair_id,kn_word,te_word,kn_iso,te_iso,en_kn,en_te,gloss,candidate_source,label,origin,annotator,notes,excluded
B000064,ಖೈದಿ,ఖైదు,khaidi,khaidu,A person who describes the success and fame of Raja etc,He will serve prison sentence,kn: ರಾಜ ಮುಂತಾದವರ ಯಶಸ್ಸು ಮತ್ತು ಕೀರ್ತಿಯನ್ನು ವರ್ಣನೆ ಮಾಡುವ ವ್ಯಕ್ತಿ || te: జైలు శిక్ష అనుభవించేవాడు,form_similar,false_friend,,Dhanya,,
B000065,ಗ್ರಾಮ್ಯವಾದ,గ్రామ్య,grāmyavāda,grāmya,Of or pertaining to a village,Rural,kn: ಗ್ರಾಮದ ಅಥವಾ ಗ್ರಾಮಕ್ಕೆ ಸಂಬಂಧಿಸಿದ || te: పల్లెకు సంబంధించిన,shared_synset,cognate,sanskrit,Dhanya,,
B000066,ಪಡು,పడు,paḍu,paḍu,The direction the sun sets or the direction opposite east,A useful place to live,kn: ಸೂರ್ಯನು ಮುಳುಗುವ ದಿಕ್ಕು ಅಥವಾ ಪೂರ್ವದ ಎದುರಿನ ದಿಕ್ಕು || te: నివశించడానికి ఉపయోగపడే స్థలము,form_similar,false_friend,,Dhanya,,
B000067,ಪರಿಚಯವಿರುವ,పరిచయమైన,paricayaviruva,paricayamaina,Someone you know or are familiar with,Talking to someone before.,kn: ಯಾರೋ ಒಬ್ಬರು ಗೊತ್ತಿರುವ ಅಥವಾ ಪರಿಚಯವಿರುವ || te: ఎవ్వరితోనైన ముందే మాట్లాడి ఉండుట.,shared_synset,false_friend,,Dhanya,,
B000068,ಸೆಳೆತ,కలుపబడిన,seḷeta,kalupabaḍina,"The action of rising, falling and receding sea water",Added later,,random,unrelated,,Dhanya,,
B000069,ಸರಿಹೊಂದಿಸುವುದು,పరిష్కరణ,sarihoṁdisuvudu,pariṣkaraṇa,The act of correcting omissions,The act of correcting mistakes.,"kn: ಲೋಪ-ದೋಷಗಳನ್ನು ಸರಿಪಡಿಸುವ ಕ್ರಿಯೆ || te: దోషములు, తప్పులను సరిచేయు క్రియ.",shared_synset,unrelated,,Dhanya,,
B000070,ನೀರಿನಿಂದ-ತುಂಬಿದಂತ,నీటితో,nīriniṁda-tuṁbidaṁta,nīṭitō,covered with water,Packed with the essential thirst quencher,kn: ನೀರಿನಿಂದ ಆವೃತವಾಗಿರುವ || te: దాహమును తీర్చే ముఖ్యమైనదానితో నిండిన,shared_synset,unrelated,,Dhanya,,
B000071,ತಪಸಿ,తపస్వీ,tapasi,tapasvī,A person who does penance,He who does penance,kn: ತಪಸ್ಸನ್ನು ಮಾಡುವ ವ್ಯಕ್ತಿ || te: తపస్సు చేసే వాడు,shared_synset,cognate,sanskrit,Dhanya,,
B000072,ಮೂತ್ರ,మూత్ర,mūtra,mūtra,A foul-smelling fluid excreted by the body with a poisonous substance comes out from the genitals,A drug made of chemical substances,kn: ಶರೀರದಿಂದ ವಿಸರ್ಜಿತವಾದ ದುರ್ವಾಸನೆಯ ದ್ರವ ವಿಷವುಳ್ಳ ಪದಾರ್ಥ ಜನನೇಂದ್ರಿಯದಿಂದ ಹೊರಬರುತ್ತದೆ || te: రసాయన పదార్థాలలో తయారు చేసే ఒక  ఔషధం,form_similar,false_friend,,Dhanya,,
B000073,ಅಸಭ್ಯವಾದ,అపకృతం,asabhyavāda,apakr̥taṁ,Who is not polite,The opposite of good.,,random,unrelated,,Dhanya,,
B000074,ಆಚರಣೆ,ఆచరణ,ācaraṇe,ācaraṇa,The act or feeling of making something useful,Doing what is said,kn: ಯಾವುದೋ ವಸ್ತುವನ್ನು ಉಪಯೋಗಕ್ಕೆ ಬರುವಂತೆ ಮಾಡುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ || te: చెప్పినది చేయడం,form_similar,false_friend,,Dhanya,,
B000075,ಮಲಿನ,మలిని,malina,malini,What is impure or defective,Girls are twelve or thirteen years old,kn: ಯಾವುದು ಸ್ವಚ್ಚವಲ್ಲವೋ ಅಥವಾ ಅದರಲ್ಲಿ ದೋಷವಿರುವುದೋ || te: ఆడపిల్లలు పన్నెండు లేదా పదమూడు సంవత్సరాలకు అయ్యేది,form_similar,false_friend,,Dhanya,,
B000076,ಸಂಘರ್ಷದ,సంఘర్షణ,saṁgharṣada,saṁgharṣaṇa,Who is making the conflict?,Friction between two objects.,kn: ಯಾರು ಸಂಘರ್ಷವನ್ನು ಮಾಡುತ್ತಿದ್ದಾರೋ || te: రెండు వస్తువుల మద్య కలిగే రాపిడి.,form_similar,cognate,sanskrit,Dhanya,,
B000077,ಜಗದೀಶ್ವರಿ,సింహధర,jagadīśvari,siṁhadhara,Shiva's wife,Consort of Lord Shiva,kn: ಶಿವನ ಹೆಂಡತಿ || te: శివుడి యొక్క భార్య,shared_synset,unrelated,,Dhanya,,
B000078,ನಿಷೇಧಿಸು,పోషకుడు,niṣēdhisu,pōṣakuḍu,Imprisonment or imposition of sanctions,Giving food to the poor in the name of the dead,,random,unrelated,,Dhanya,,
B000079,ಬಾಧ್ಯಸ್ತ,బాధ్యత,bādhyasta,bādhyata,A person who holds a right or authority,It is duty to complete tasks,kn: ಹಕ್ಕು ಅಥವಾ ಅಧಿಕಾರ ಇಟ್ಟುಕೊಂಡಿರುವ ವ್ಯಕ್ತಿ || te: పనులను పూర్తి చేయించు విధి,form_similar,cognate,inherited,Dhanya,,
B000080,ಅಪ್ರಮಾಣಿಕನಾದಂತಹ,అప్రమాణికమైన,apramāṇikanādaṁtaha,apramāṇikamaina,Uncertified,As if there is no truth,kn: ಪ್ರಮಾಣಿಕತೆಯನ್ನು ಹೊಂದಿಲ್ಲದಂತಹ || te: నిజం లేనటువంటి,shared_synset,false_friend,,Dhanya,,
B000081,ಶುಭಗಳಿಗೆ,సుభగడియ,śubhagaḷige,subhagaḍiya,According to famous astrologers something will do auspicious work at a given time,Follow astrologer to know when to do auspicious work,kn: ಪ್ರಸಿದ್ಧವಾದ ಜೋತಿಷಿಗಳ ಅನುಸಾರವಾಗಿ ನೀಡಿರುವ ಸಮಯದಲ್ಲಿ ಯಾವುದಾದರು ಶುಭ ಕೆಲಸವನ್ನು ಮಾಡುವಂತಹದ್ದು || te: జ్యోతిష్యున్ని అనుసరించి శుభకార్యం ఎప్పుడు చేయాలో తెలుసుకోవడం,shared_synset,cognate,inherited,Dhanya,,
B000082,ಮಂಡಲ,మండలి,maṁḍala,maṁḍali,A division of a province which is under a special officer and which is divided into districts,A group assembled for some purpose or action.,kn: ಪ್ರಾಂತ್ಯ ಮೊದಲಾದವುಗಳ ವಿಭಾಗ ಅದು ಒಂದು ವಿಶೇಷ ಅಧಿಕಾರಿಯ ಅಧೀನದಲ್ಲಿರುತ್ತದೆ ಮತ್ತು ಅದು ಜಿಲ್ಲೆಗಳಾಗಿ ವಿಭಜನೆಯಾಗುತ್ತದೆ || te: ఏదైన కార్యం లేద ఉద్దేశం కోసం గుమి కూడిన సమూహం.,form_similar,false_friend,,Dhanya,,
B000083,ಅಭಿವೃದ್ಧಿಯೊಂದಿದ,అభివృద్ధిచెందిన,abhivr̥ddhiyoṁdida,abhivr̥ddhiceṁdina,Grown or raised,"Financially, and being in a superior position in all spheres.","kn: ವೃದ್ಧಿಹೊಂದಿದಂತಹ ಅಥವಾ ಬೆಳೆದಂತಹ || te: ఆర్థికంగా, మరియు అన్ని రంగాలలో ఉన్నత స్థితిలో ఉండటం.",form_similar,cognate,sanskrit,Dhanya,,
B000084,ಜೀವದ್ರವ್ಯ,జీవద్రవ్యం,jīvadravya,jīvadravyaṁ,A substance inside a living cell,Biomass in cells,kn: ಜೀವ ಕೋಶದ ಒಳಗಿರುವ ಪದಾರ್ಥ || te: కణాలలో ఉన్న జీవపదార్థం,shared_synset,cognate,sanskrit,Dhanya,,
B000085,ಅನೀಶ,కుందుడు,anīśa,kuṁduḍu,"According to Hindus, there is only one God who sustains creation","According to the Hindu belief, the God of Dashavatars",kn: ಹಿಂಧೂಗಳ ಪ್ರಕಾರ  ಸೃಷ್ಟಿಯನ್ನು ಪಾಲನೆ ಮಾಡುತ್ತಿರುವುದು ಒಬ್ಬನೇ ದೇವರು || te: హిందువుల విశ్వాసం ప్రకారం దశావతారాలుగల దేవుడు,shared_synset,unrelated,,Dhanya,,
B000086,ಸೆಕೆಗಾಲದ,ఎండాకాలం,sekegālada,eṁḍākālaṁ,The second season of the six seasons that come in a year,When the sun is high.,kn: ವರ್ಷದಲ್ಲಿ ಬರುವ ಆರು ಋತುಗಳಲ್ಲಿ ಎರಡನೇ ಋತು || te: ఎండలు ఎక్కువగా ఉండేకాలం.,shared_synset,unrelated,,Dhanya,,
B000087,ಅಂತಸ್ತುಗಳನ್ನುಳ್ಳ,అంతస్థు,aṁtastugaḷannuḷḷa,aṁtasthu,"Vastu or form of building, building one house on top of another",Houses built on top of each other.,kn: ಒಂದು ಮನೆಯ ಮೇಲೆ ಮತ್ತೊಂದು ಮನೆಯನ್ನು ಕಟ್ಟುವಿಕೆಯ ವಾಸ್ತು ಅಥವಾ ಕಟ್ಟಡದ ಸ್ವರೂಪ || te: ఒకదాని మీద ఒకటి నిర్మించబడిన ఇండ్లు.,shared_synset,false_friend,,Dhanya,,
B000088,ಖರ್ಜೂರ,ఖర్జూరం,kharjūra,kharjūraṁ,A beautiful tree of the Kharjura species probably stands on the banks of reservoirs,"It belongs to the genus Ita, which grows on tall trees in the desert",kn: ಖರ್ಜೂರ ಜಾತಿಯ ಒಂದು ಪ್ರಕಾರದ ಸುಂದರ ಮರ ಪ್ರಾಯಶಃ ಅದು ಜಲಾಶಯಗಳ ದಡದಲ್ಲಿ ಇರುತ್ತದೆ || te: ఎడారిలో ఎత్తైన చెట్లకు పండే ఈత పండు జాతికి చెందినది,form_similar,cognate,other_borrowing,Dhanya,,
B000089,ಅಲ್ಪಪ್ರಾಣ,అల్పప్రాణాలు,alpaprāṇa,alpaprāṇālu,"In the pronunciation of a consonant, the breath comes out less than necessary",Emphasize,kn: ವ್ಯಂಜನದ ಉಚ್ಚಾರಣೆಯಲ್ಲಿ ಅವಶ್ಯಕತೆಗಿಂತ ಕಡೆಮೆ ಶ್ವಾಸ ಹೊರಬರುತ್ತದೆ || te: ఒత్తి పలికేటటువంటి,shared_synset,cognate,inherited,Dhanya,,
B000090,ಕಲಸ,కెలస,kalasa,kelasa,A urn-shaped configuration placed or made on top of something like a temple,"Action for employment, service life etc","kn: ಮಂದಿರ ಮೊದಲಾದವುಗಳ ಶಿಖರದ ಮೇಲೆ ಇಡುವಂತಹ ಅಥವಾ ಮಾಡಿರುವಂತಹ ಕಲಸದ ಆಕಾರದ ಸಂರಚನೆ || te: ఉద్యోగం, సేవ జీవితం మొదలైనవాటికోసం చేసే క్రియ",form_similar,false_friend,,Dhanya,,
B000091,ನಿಸ್ಸಹಾಯ,పుండరీకాక్షుడు,nissahāya,puṁḍarīkākṣuḍu,A situation in which he could not do what he wanted,Her eyes are like lotuses,,random,unrelated,,Dhanya,,
B000092,ನ್ಯಾಯಿಕ,నాయిక,nyāyika,nāyika,A matter of justice,A pair of leaders,kn: ನ್ಯಾಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ವಿಷಯ || te: నాయకుడి జోడి,form_similar,false_friend,,Dhanya,,
B000093,ಸಂಕಲಿತ,సంకలియ,saṁkalita,saṁkaliya,Denoting togetherness on the one hand,A chain made of iron.,kn: ಒಂದೆಡೆ ಒಟ್ಟಾಗಿರುವುದನ್ನು ಸೂಚಿಸುವುದು || te: ఇనుముతో తయారుచేసిన గొలుసు.,form_similar,false_friend,,Dhanya,,
B000094,ಟನ್,టన్,ṭan,ṭan,A measure of English weight,The sound of the bell,kn: ಆಂಗ್ಲರ ತೂಕದ ಒಂದು ಮಾಪನ || te: గంట మ్రోగుశబ్దం,form_similar,false_friend,,Dhanya,,
B000095,ಪಿಚಕಾರಿ,పిచకారి,picakāri,picakāri,A gun-shaped sprayer for spraying paint etc,Any fluid that flows rapidly through a vessel,"kn: ಬಣ್ಣ ಮೊದಲಾದವನ್ನು ಸಿಂಪಡಿಸಲು ಕೋವಿಯ,ಬಂದೂಕಿನ ಆಕಾರವುಳ್ಳ ಸಿಂಪಡಿಸುವ ಸಾದನ || te: ఏదైనా ద్రవపదార్థం ఒక నాళము గుండా వేగంగా బయటకు వచ్చుట",shared_synset,cognate,sanskrit,Dhanya,,
B000096,ಪುಡಿ,పొడి,puḍi,poḍi,One type of medicine is in powder or powder form,"According to one, by taking Aushadachurna, form comes.",kn: ಒಂದು ಪ್ರಕಾರದ ಔಷಧಿ ಅದು ಪುಡಿಯ ಅಥವಾ ಹಿಟ್ಟಿನ ರೂಪದಲ್ಲಿ ಇರುತ್ತದೆ || te: ఒక ప్రకారంగా ఔషదచూర్ణము తీసుకోవడంవలన స్వరూపము వస్తుంది.,shared_synset,cognate,inherited,Dhanya,,
B000097,ಬೊಮ್ಮನ್,బొమ్మ,bomman,bomma,A derogatory term used for Brahmins,Shapes made of clay,kn: ಬ್ರಹ್ಮಣರನ್ನು ಕುರಿತು ಬಳಸುವ ನಿಂದಾರ್ಥಿ ಶಬ್ದ || te: మట్టితో తయారుచేసిన ఆకృతులు,form_similar,false_friend,,Dhanya,,
B000098,ಶೂರ,సాహసవంతుడు,śūra,sāhasavaṁtuḍu,A person stronger than the common man with a brave and strong build,An adventurous person,kn: ಧೈರ್ಯಶಾಲಿಯಾದ ಮತ್ತು ದೃಧವಾದ ಮೈಕಟ್ಟನು ಹೊಂದಿದ ಸಾಮಾನ್ಯರಿಗಿಂತ ಹೆಚ್ಚು ಬಲಶಾಲಿಯಾದ ವ್ಯಕ್ತಿ || te: ధైర్యంతో సాహసం చేయు వ్యక్తి,shared_synset,unrelated,,Dhanya,,
B000099,ಖಾನ್,ఖాన్,khān,khān,A person belonging to the Pathan caste,An employee of the Pathan caste,kn: ಪಠಾನ್ ಜಾತಿಗೆ ಸೇರಿ ವ್ಯಕ್ತಿ || te: పఠాన్ జాతిలోని ఒక ఉద్యోగి,shared_synset,cognate,other_borrowing,Dhanya,,
B000100,ಸದನ,సదనం,sadana,sadanaṁ,A roof built for human habitation or a place where humans live,"It was built to protect from sun, rain and cold","kn: ಮನುಷ್ಯರು ವಾಸಮಾಡಲು ಕಟ್ಟಿಕೊಂಡ ಸೂರು ಅಥವಾ ಮನುಷ್ಯರು ವಾಸಮಾಡುವ ಸ್ಥಳ || te: ఎండ, వాన, చలి నుంచి కాపాడుకోవాడానికి నిర్మించుకునేది",form_similar,cognate,sanskrit,Dhanya,,
B000101,ಅತ್ಯಧಿಕವಾದಂತ,అత్యధికమైన,atyadhikavādaṁta,atyadhikamaina,A quantity greater than a certain numerical quantity,Too much.,kn: ಯಾವುದಾದರೂ ನಿರ್ದಿಷ್ಟ ಸಂಖ್ಯಾ ಪ್ರಮಾಣಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿರುವ ಪ್ರಮಾಣ || te: మిక్కిలి ఎక్కువ.,shared_synset,cognate,sanskrit,Dhanya,,
B000102,ಪದ-ಹೇಳು,గేయం,pada-hēḷu,gēyaṁ,"The process of verbal communication through the mouth accompanied by raga, tala and laya","It consisted of raga, talam and pallava","kn: ರಾಗ, ತಾಳ ಮತ್ತು ಲಯಗಳ ಜೊತೆಗೂಡಿ ಬಾಯಿಯಿಂದ ಬರುವ ಶಾಬ್ದಿಕ ಸಂವಹನದ ಪ್ರಕ್ರಿಯೆ || te: రాగం, తాళం, పల్లవులను కలిగి ఉండేది",shared_synset,unrelated,,Dhanya,,
B000103,ಪರ್ವಗಾಮಿ,స్పర్శించిన,parvagāmi,sparśiṁcina,Intercourse is also done on the day of the festival,touched,,random,unrelated,,Dhanya,,
B000104,ಅವಿಶ್ವಾಸಿ,అవిశ్వాసమైన,aviśvāsi,aviśvāsamaina,Untrustworthy or untrustworthy,Faithless,kn: ವಿಶ್ವಾಸಕ್ಕೆ ಅರ್ಹನಲ್ಲದವನು ಅಥವಾ ನಂಬಿಕೆಗೆ ಅರ್ಹನಲ್ಲದವ || te: విశ్వాసం లేని,shared_synset,cognate,sanskrit,Dhanya,,
B000105,ವಾಮನಾ,వామన,vāmanā,vāmana,An apsara,A nymph,kn: ಒಬ್ಬ ಅಪ್ಸರಾ || te: ఒక అప్సరస,shared_synset,cognate,inherited,Dhanya,,
B000106,ಚಿನ್ನದ,చిన్నది,cinnada,cinnadi,Like made of gold,Not a big one,kn: ಬಂಗಾರದಿಂದ ಮಾಡಿದಂತಹ || te: పెద్దది కానిది,form_similar,false_friend,,Dhanya,,
B000107,ರಾಜಿನಾಮೆ,వీక్షించదగిన,rājināme,vīkṣiṁcadagina,A point equidistant,viewable,,random,unrelated,,Dhanya,,
B000108,ಸ್ವಾದಿಷ್ಟವಾದಂತ,స్వాధిష్టమైన,svādiṣṭavādaṁta,svādhiṣṭamaina,Any ingredient tastes good,A desire to eat again and again,kn: ಯಾವುದೇ ಪದಾರ್ಥದ ರುಚಿ ಉತ್ತಮವಾಗಿರುವುದು || te: మళ్ళి మళ్ళి తినాలనిపించేలా ఉండటం,shared_synset,cognate,sanskrit,Dhanya,,
B000109,ಹಸ್ತ,హస్తా,hasta,hastā,Thirteenth of the seventy seven stars,Thirteenth of the twenty-seven stars,kn: ಎಪ್ಪತ್ತೇಳು ನಕ್ಷತ್ರಗಳಲ್ಲಿ ಹದಿಮೂರನೇ ನಕ್ಷತ್ರ || te: ఇరవై ఏడు నక్షత్రాలలో పదమూడవది,shared_synset,cognate,sanskrit,Dhanya,,
B000110,ದೀನಬಂಧು,ఆదికర్త,dīnabaṁdhu,ādikarta,"According to the scriptures, he is to be honored in the creation of the ultimate truth","According to the scriptures, he creates creation and puts it in his precepts",kn: ಧರ್ಮ ಗ್ರಂಥಗಳ ಪ್ರಕಾರ ಅವರು ಶೇಷ್ಠ ಸತ್ಯ ಸೃಷ್ಟಿಯಲ್ಲಿ ಗೌರವಸಲು ಪಡುವರು || te: ధర్మగ్రంధం ప్రకారం సృష్టిని సృష్టించి తన అదుపాజ్ఞలలో పెట్టుకునేవాడు,shared_synset,unrelated,,Dhanya,,
B000111,ಹಲ್ಲು,హల్లు,hallu,hallu,"In the mouth of the creature in the form of a bud in the lower-upper part of the jaw, something is eaten by a row of teeth, chewing the food.",A pure unvoiced consonance,"kn: ಜೀವಿಗಳ ಬಾಯಲ್ಲಿ ಮೊಳಕೆಯ ರೂಪದಲ್ಲಿ ದವಡೆಯ ಕೆಳ-ಮೇಲ್ಭಾಗದಲ್ಲಿ ಸಾಲಾಗಿ ಬೆಳೆದ ಹಲ್ಲಿನಿಂದ ಏನನ್ನಾದರೂ ತಿನ್ನುವರು, ತಿಂಡಿಯನ್ನು ಜಗಿಯುವರು || te: స్వరం కలవని శుద్ధ వ్యంజనం",form_similar,false_friend,,Dhanya,,
B000112,ಆಮ್ಲ,ఆమ్లిక,āmla,āmlika,Sour in water,A liquid substance containing an acid base salt.,kn: ನೀರಿನಲ್ಲಿ ಹುಳಿಯನ್ನು || te: ఒక పుల్లని క్షార లవణం కలిగిన ద్రవ పదార్థం.,shared_synset,false_friend,,Dhanya,,
B000113,ಸಂಖ್ಯಾ-ಶಾಸ್ತ್ರ,సంఖ్యాశాస్త్రం,saṁkhyā-śāstra,saṁkhyāśāstraṁ,A science related to the mysterious influence of numbers on human life,The science of numbers,kn: ಮಾನವನ ಜೀವನದ ಮೇಲೆ ಆಗುವಂತಹ ಸಂಖ್ಯೆಗಳ ನಿಗೂಢ ಪ್ರಭಾವಕ್ಕೆ ಸಂಬಂಧಿಸಿದ  ಶಾಸ್ತ್ರ || te: సంఖ్యలు గురించి తెలిపే శాస్త్రం,form_similar,cognate,sanskrit,Dhanya,,
B000114,ಮುಳುಗುತ್ತಿರುವಂತ,నత్తివాడు,muḷuguttiruvaṁta,nattivāḍu,Sunset is approaching,A person who speaks indistinctly,,random,unrelated,,Dhanya,,
B000115,ಆವೀಕರಣ,ఆవిరైన,āvīkaraṇa,āviraina,Easily vaporized,dissolution,kn: ಸುಲಭವಾಗಿ ಆವಿಯಾಗಿ ಬದಲಾಗುವಂತಹ || te: కరిగిపోవడం,shared_synset,false_friend,,Dhanya,,
B000116,ಯುದ್ಧರಂಗ,రూపకాలంకారరహితమైన,yuddharaṁga,rūpakālaṁkārarahitamaina,A place where two states or two countries fight each other for reasons such as for power or to conquer and occupy the other,An embellishment that contradicts the allegory,,random,unrelated,,Dhanya,,
B000117,ಮೂತ್ರನಾಳ,మూత్రమార్గం,mūtranāḷa,mūtramārgaṁ,Urinary outlet,Problem passing urine,kn: ಮೂತ್ರ ಹೊರಬರುವ ಸ್ಥಾನ || te: మూత్రం రావడంలో సమస్య,shared_synset,false_friend,,Dhanya,,
B000118,ಸುಕುಮಾರತೆ,సుకుమారం,sukumārate,sukumāraṁ,The state or mood of becoming sukumar or delicate,fragility,kn: ಸುಕುಮಾರ ಅಥವಾ ನಾಜೂಕಾಗುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವ || te: నాజూకుతనం,shared_synset,false_friend,,Dhanya,,
B000119,ತೆರಪು,తెరచు,terapu,teracu,Any one full term mid-term break,Picking up something closed.,kn: ಯಾವುದೇ ಒಂದು ಪೂರ್ಣಾವಧಿಯ ಮಧ್ಯದ ಅವಧಿಯ ವಿರಾಮ || te: మూసిఉన్న దానిని తీయడం.,form_similar,false_friend,,Dhanya,,
B000120,ವಿದೇಶೀಯಂತಹ,విదేశీయ,vidēśīyaṁtaha,vidēśīya,Belongs to another country,Not our country.,kn: ಬೇರೆ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು || te: మన దేశము కానిది.,shared_synset,cognate,sanskrit,Dhanya,,
B000121,ಭವನ,భావన,bhavana,bhāvana,"A building made of brick, stone, wood, etc. has a roof and a wall",What comes to the mind from experience and memory,"kn: ಇಟ್ಟಿಗೆ ಕಲ್ಲು, ಮರ ಮುಂತಾದವುಗಳಿಂದ ಕಟ್ಟಿದ ಕಟ್ಟಡದಲ್ಲಿ ಮೇಲ್ ಚಾವಣೆ ಮತ್ತು ಗೋಡೆ ಇರುವುದು || te: అనుభవం మరియు స్మృతి నుండి మనసుకు కలిగేవి",form_similar,false_friend,,Dhanya,,
B000122,ಸ್ನೇಹಿತ,సంగడీడు,snēhita,saṁgaḍīḍu,Close enough to share personal matters with each other and share in each other's difficulties.,Maitrikalava,kn: ಪರಸ್ಪರ ಒಬ್ಬರಿಗೊಬ್ಬರು ಆಪ್ತರಾಗಿ ವಯಕ್ತಿಕ ವಿಷಯಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುವಷ್ಟು ಪರಸ್ಪರ ಕಷ್ಟಗಳಲ್ಲಿ ಭಾಗಿಯಾಗುವಷ್ಟು ಹತ್ತಿರವಾದವರು || te: మైత్రికలవాడు,shared_synset,unrelated,,Dhanya,,
B000123,ಸರಿಯಾದ,సార్థకమైన,sariyāda,sārthakamaina,What is fully formed or constructed in its proper sense (an utterance or statement).,to understand,kn: ಯಾವುದು ತನ್ನ ಸರಿಯಾದ ಅರ್ಥದಲ್ಲಿ ಪೂರ್ಣವಾಗಿ ರಚಿಸಿದ ಅಥವಾ ನಿರ್ಮಿತವಾಗಿರುತ್ತದೆಯೋ (ಉಕ್ತಿ ಅಥವಾ ಹೇಳಿಕೆ) || te: అర్ధమవడం,shared_synset,unrelated,,Dhanya,,
B000124,ಅನುರಕ್ತಿ,అనురక్తి,anurakti,anurakti,A state of affection between men and women,A strong fan,"kn: ಸ್ತ್ರೀ ಮತ್ತು ಪುರಷರ ನಡುವಣ ಉಂಟಾಗುವ ಶೃಂಗಾರ ರೂಪದ, ಭಾವಾವಸ್ಥೆ || te: బలమైన అభిమానం",form_similar,cognate,inherited,Dhanya,,
B000125,ಸೋದರ,సోదరుడు,sōdara,sōdaruḍu,Younger in age,Brother is younger.,kn: ವಯಸ್ಸಿನಲ್ಲಿ ಚಿಕ್ಕವನು || te: సోదరుడు వయసులో చిన్న.,shared_synset,cognate,inherited,Dhanya,,
B000126,ಅರ್ಕ,ధన్వంతరి,arka,dhanvaṁtari,All the planets in our solar system get their sun and light from a large and flaming fireball,A planet that gives light during the day,kn: ನಮ್ಮ ಸೌರಮಂಡಲದಲ್ಲಿ ದೊಡ್ಡ ಮತ್ತು ಜ್ವಾಲೆಯ ಗುಂಡಿನಿಂದ ಎಲ್ಲಾ ಗ್ರಹಕ್ಕು ಬಿಸಿಲು ಮತ್ತು ಬೆಳಕು ಸಿಗುವುದು || te: పగటిపూట వెలుగును ఇచ్చే గ్రహం,shared_synset,unrelated,,Dhanya,,
B000127,ಅಲೆಮಾರಿ,యజమానిలేని,alemāri,yajamānilēni,No one has direction,There is no one to see good and bad,kn: ಯಾರೂ ದಿಕ್ಕಿಲ್ಲದ || te: మంచిచెడులు చూసేవారులేని,shared_synset,unrelated,,Dhanya,,
B000128,ಅಭಿವೃದ್ಧಿ,ఉన్నతి,abhivr̥ddhi,unnati,"A state that is greater than emotion, value, significance etc","Value, respect for money etc. are all large sums","kn: ಭಾವನೆ, ಮೌಲ್ಯ, ಮಹತ್ವ ಮುಂತಾದವುಗಳನ್ನು ಮೀರಿ ದೊಡ್ಡದಾದ ಸ್ಥಿತಿ || te: మూల్యం, డబ్బు గౌరవం మొదలైనవి అన్ని పెద్ద మొత్తంలో ఉండటం",shared_synset,unrelated,,Dhanya,,
B000129,ಉಪಕಾರ,ఉపకారం,upakāra,upakāraṁ,Any kind of pleasant or good deed or helping another in difficult times,Avoid harm.,kn: ಯಾವುದೇ ರೀತಿಯ ಹಿತವಾದ ಅಥವಾ ಒಳ್ಳೆಯ ಕೆಲಸವನ್ನು ಅಥವಾ ಕಷ್ಟದ ಕಾಲದಲ್ಲಿ ಇನ್ನೊಬ್ಬರಿಗೆ ಸಹಾಯ ಮಾಡುವಿಕೆ || te: హాని చేయకుండా ఉండుట.,form_similar,cognate,sanskrit,Dhanya,,
B000130,ಸ್ವಾಗತಿಸುವವ,ఆహ్వానితుడు,svāgatisuvava,āhvānituḍu,"When someone respectable or beloved person arrives, go forward and greet them",The person who received the call,kn: ಯಾರೋ ಮಾನ್ಯರು ಅಥವಾ ಪ್ರಿಯವಾದ ವ್ಯಕ್ತಿಗಳು ಬಂದಾಗ ಮುಂದೆ ಹೋಗಿ ಅವರಿಗೆ ಅಭಿವಂದನೆ ಸಲ್ಲಿಸುವುದು || te: పిలుపు అందిన వ్యక్తి,shared_synset,unrelated,,Dhanya,,
B000131,ಬೆಕ್ಕಸ,మెకం,bekkasa,mekaṁ,A supernatural act (unable to be performed by ordinary humans) that causes awe and wonder.,An animal that is always in the dirt,,random,unrelated,,Dhanya,,
B000132,ಅನ್ಯದೇಶೀಯ,ఇతరదేశీయ,anyadēśīya,itaradēśīya,Belongs to another country,Not our country.,kn: ಬೇರೆ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು || te: మన దేశము కానిది.,shared_synset,unrelated,,Dhanya,,
B000133,ಸೌಖ್ಯ,సంఖ్య,saukhya,saṁkhya,Any work can be good,Check the calculation,kn: ಯಾವುದೇ ಕೆಲಸ ಕಾರ್ಯದಿಂದ ಒಳ್ಳೆಯದಾಗುವುದು || te: లెక్క చూచిక,form_similar,false_friend,,Dhanya,,
B000134,ಮುತ್ತಿನಮಾಲೆ,ముత్యాలమాల,muttinamāle,mutyālamāla,A pearl necklace or necklace with pearls strung on a string,Alchippa is a precious bead,kn: ಮುತ್ತಿನ ಹಾರ ಅಥವಾ ದಾರದಲ್ಲಿ ಮುತ್ತನ್ನು ಪೋಣಿಸಿ ಮಾಡುರುವಂತಹ ಹಾರ || te: ఆల్చిప్పలో పుట్టే విలువైన పూస,shared_synset,cognate,sanskrit,Dhanya,,
